;ONB;NAME;CLASS;#CALLERS
5581;316651316210;SAN_RDPM_UA_D_MIN_PF_V_S_SAP;USER-NEW-ATTRIBUTE;1
5582;316651317110;SAN_RDPM_UA_D_MAX_PF_V_S_SAP;USER-NEW-ATTRIBUTE;0
5583;316651319710;SAN_RDPM_UA_D_PF_V_S_FVLS;USER-NEW-ATTRIBUTE;0
5584;316651339710;SAN_UA_RDPM_RES_GE_DESC;USER-NEW-ATTRIBUTE;0
5585;316651340210;SAN_UA_RDPM_RES_GE_FIN_CODE;USER-NEW-ATTRIBUTE;0
5586;316651340710;SAN_UA_RDPM_RES_GE_TYP;USER-NEW-ATTRIBUTE;0
5587;316654422870;SAN_RDPM_UA_ACT_NB_COUNTRIES_F;USER-NEW-ATTRIBUTE;0
5588;316657236769;SAN_RDPM_UA_B_EQUATION_FILTER_PASTEUR;USER-NEW-ATTRIBUTE;9
5589;316657237469;SAN_RDPM_UA_B_EQUATION_FILTER_PHARMA;USER-NEW-ATTRIBUTE;9
5590;316662527710;SAN_RDPM_UA_N_TOTAL_MONTHLY_FEES;USER-NEW-ATTRIBUTE;2
5591;316662528010;SAN_RDPM_UA_N_TOTAL_SUPPORT_COST;USER-NEW-ATTRIBUTE;1
5592;316662528710;SAN_RDPM_UA_N_A_SET_UP_COSTS_IRT;USER-NEW-ATTRIBUTE;0
5593;316662529010;SAN_RDPM_UA_N_TOTAL_MONTHLY_FEES_FOR_ACTIVE_PERIOD;USER-NEW-ATTRIBUTE;0
5594;316662529510;SAN_RDPM_UA_N_TOTAL_MONTHLY_FEES_FOR_INACTIVE_PERIOD;USER-NEW-ATTRIBUTE;0
5595;316662545410;SAN_RDPM_UA_S_PORTFOLIO_ID;USER-NEW-ATTRIBUTE;1
5596;316662545910;SAN_RDPM_UA_S_PORTFOLIO_ID_VACCINES_PROJECTS;USER-NEW-ATTRIBUTE;0
5597;316662547141;SAN_UA_RDPM_RES_PLATFORM;USER-NEW-ATTRIBUTE;19
5598;316662547441;SAN_UA_RDPM_RES_PLATFORM_DESC;USER-NEW-ATTRIBUTE;7
5599;316662555541;SAN_UA_RDPM_VACC_REG_F;USER-NEW-ATTRIBUTE;0
5600;316662896541;SAN_UA_RDPM_DISP_EXCL_HEADCOUNT;USER-NEW-ATTRIBUTE;1
5601;316663136371;SAN_RDPM_UA_GA_LOAD_PER_SAMPLE;USER-NEW-ATTRIBUTE;0
5602;316663200271;SAN_RDPM_UA_GA_EXTERNAL;USER-NEW-ATTRIBUTE;1
5603;316665492374;SAN_RDPM_UA_S_CLIN_MS;USER-NEW-ATTRIBUTE;83
5604;316665493374;SAN_RDPM_UA_S_OPERATION;USER-NEW-ATTRIBUTE;30
5605;316665494374;SAN_RDPM_UA_N_ORDER;USER-NEW-ATTRIBUTE;40
5606;316665494874;SAN_RDPM_UA_S_ACT_TYPE;USER-NEW-ATTRIBUTE;29
5607;316665507774;SAN_RDPM_UA_S_CLIN_MS_RULE;USER-NEW-ATTRIBUTE;44
5608;316665525974;SAN_RDPM_UA_S_ACT_TYPES;USER-NEW-ATTRIBUTE;1
5609;316665563574;SAN_RDPM_UA_S_DATE_SLOT;USER-NEW-ATTRIBUTE;36
5610;316665565974;SAN_RDPM_UA_S_ACT_TYPE_DATE;USER-NEW-ATTRIBUTE;1
5611;316665568374;SAN_RDPM_UA_S_DATE_SLOT;USER-NEW-ATTRIBUTE;36
5612;316665572174;SAN_RDPM_UA_B_GENERATE_FIELD;USER-NEW-ATTRIBUTE;24
5613;316665572474;SAN_RDPM_UA_B_IMPORT;USER-NEW-ATTRIBUTE;4
5614;316665572774;SAN_RDPM_UA_B_EXPORT;USER-NEW-ATTRIBUTE;23
5615;316665606474;SAN_RDPM_UA_S_MILESTONE_TYPE;USER-NEW-ATTRIBUTE;19
5616;316665608274;SAN_RDPM_UA_S_EZ_NAME;USER-NEW-ATTRIBUTE;0
5617;316665611474;SAN_RDPM_UA_S_LEVEL;USER-NEW-ATTRIBUTE;33
5618;316666936710;SAN_RDPM_OC_S_TARGET_POPULATION_INDICATION;USER-NEW-ATTRIBUTE;0
5619;316669482676;SAN_RDPM_UA_PRJ_KEY_HIGHLIGHT_MONTH;USER-NEW-ATTRIBUTE;1
5620;316669525076;SAN_UA_MR_KEY_DECISION_COMMITTEE;USER-NEW-ATTRIBUTE;1
5621;316669525576;SAN_UA_MR_KEY_DECISION_TAKEN;USER-NEW-ATTRIBUTE;1
5622;316669525876;SAN_UA_MR_KEY_DECISION_DATE;USER-NEW-ATTRIBUTE;1
5623;316669529176;SAN_RDPM_UA_PRJ_MR_QUALI_INFO_INIT;USER-NEW-ATTRIBUTE;0
5624;316669544076;SAN_RDPM_UA_MR_DECISIONS_REQ_EXPECTED;USER-NEW-ATTRIBUTE;1
5625;316669544576;SAN_RDPM_UA_MR_DECISIONS_REQ_COMMITEE;USER-NEW-ATTRIBUTE;1
5626;316669544876;SAN_RDPM_UA_MR_DECISIONS_REQ_DATE;USER-NEW-ATTRIBUTE;1
5627;316669647176;SAN_RDPM_UA_MR_DECISIONS_ISSUES_DESC;USER-NEW-ATTRIBUTE;1
5628;316669647476;SAN_RDPM_UA_MR_DECISIONS_ISSUES_IMPACT;USER-NEW-ATTRIBUTE;1
5629;316669647776;SAN_RDPM_UA_MR_DECISIONS_ISSUES_REMD_PLAN;USER-NEW-ATTRIBUTE;1
5630;316669668776;SAN_RDPM_UA_MR_RISK_ID;USER-NEW-ATTRIBUTE;1
5631;316669669076;SAN_RDPM_UA_MR_RISK_DESC;USER-NEW-ATTRIBUTE;1
5632;316669669376;SAN_RDPM_UA_MR_RISK_MIGRATION_PLAN;USER-NEW-ATTRIBUTE;1
5633;316669970176;SAN_RDPM_UA_PRJ_MONTHLY_REPORT_DATE;USER-NEW-ATTRIBUTE;1
5634;317241601510;SAN_RDPM_UA_S_FACILITY;USER-NEW-ATTRIBUTE;1
5635;317241604310;SAN_UA_RDPM_S_ACT_PROT_BRD;USER-NEW-ATTRIBUTE;3
5636;317241605110;SAN_UA_RDPM_S_PROT_BRD;USER-NEW-ATTRIBUTE;2
5637;317241677410;SAN_RDPM_UA_OC_S_PROJECT;USER-NEW-ATTRIBUTE;6
5638;317241679210;SAN_RDPM_UA_OC_S_STATE;USER-NEW-ATTRIBUTE;6
5639;317241682210;SAN_RDPM_UA_OC_S_ACT_PROT_BRD;USER-NEW-ATTRIBUTE;3
5640;317241701110;SAN_RDPM_UA_OC_S_SITE;USER-NEW-ATTRIBUTE;9
5641;317241702010;SAN_RDPM_UA_OC_S_FACILITY;USER-NEW-ATTRIBUTE;2
5642;317241727610;SAN_UA_RDPM_B_GMP_FILTERS;USER-NEW-ATTRIBUTE;0
5643;317242905776;SAN_RDPM_UA_N_MILESTONE_POSITION;USER-NEW-ATTRIBUTE;2
5644;317250052210;SAN_RDPM_UA_S_STUDY_MANAGER_SITE;USER-NEW-ATTRIBUTE;2
5645;317250191341;SAN_RDPM_UA_B_IS_A_COUNTRY;USER-NEW-ATTRIBUTE;14
5646;317250365241;SAN_RDPM_UA_B_IGNORE_AT_ORDER;USER-NEW-ATTRIBUTE;23
5647;317253031870;SAN_RDPM_UA_RATE_CONTR_PRIM_CTA;USER-NEW-ATTRIBUTE;0
5648;317253032170;SAN_RDPM_UA_RATE_CONTR_AMEND_OTHERS;USER-NEW-ATTRIBUTE;0
5649;317253032470;SAN_RDPM_UA_RATE_GRANT_PAYMENT;USER-NEW-ATTRIBUTE;0
5650;317253041370;SAN_RDPM_UA_RATE_CRO;USER-NEW-ATTRIBUTE;2
5651;317253090941;SAN_RDPM_UA_S_ORDER_DATE;USER-NEW-ATTRIBUTE;21
5652;317253107141;SAN_RDPM_UA_S_APPLY_TO;USER-NEW-ATTRIBUTE;23
5653;317253109741;SAN_RDPM_UA_S_CLIN_MS_RULE_TYPE;USER-NEW-ATTRIBUTE;11
5654;317253152177;SAN_RDPM_UA_ACT_STUDY_CURRENCY;USER-NEW-ATTRIBUTE;2
5655;317253155077;SAN_RDPM_UA_ACTIVITY;USER-NEW-ATTRIBUTE;9
5656;317253155377;SAN_RDPM_UA_COST_ACCOUNT;USER-NEW-ATTRIBUTE;8
5657;317253155877;SAN_RDPM_UA_CURRENRY;USER-NEW-ATTRIBUTE;4
5658;317253173941;SAN_RDPM_UA_S_OC_DATA_DEFAULT_FILE;USER-NEW-ATTRIBUTE;1
5659;317253182941;SAN_RDPM_UA_S_FUNC_DESC;USER-NEW-ATTRIBUTE;19
5660;317253187173;SAN_RDPM_UA_PR_B_PRJ_READ_PERMISSION;USER-NEW-ATTRIBUTE;9
5661;317253200910;SAN_RDPM_UA_B_REPORTING_PHASE;USER-NEW-ATTRIBUTE;0
5662;317253201410;SAN_RDPM_UA_ACT_B_REPORTING_PHASE;USER-NEW-ATTRIBUTE;3
5663;317253232977;SAN_RDPM_UA_COST_ACCOUNT_MAIN;USER-NEW-ATTRIBUTE;0
5664;317253242976;SAN_RDPM_UA_ACT_N_PRIORITY_F;USER-NEW-ATTRIBUTE;3
5665;317253251977;SAN_RDPM_UA_B_VIS_FOR_STUDY_CURRENCY;USER-NEW-ATTRIBUTE;6
5666;317253252277;SAN_RDPM_UA_B_VIS_FOR_STUDY_CURRENCY;USER-NEW-ATTRIBUTE;6
5667;317253264977;SAN_RDPM_UA_QC_MSG;USER-NEW-ATTRIBUTE;2
5668;317253297976;SAN_RDPM_UA_ACT_B_DISPLAYED_MR_TIMELINE;USER-NEW-ATTRIBUTE;2
5669;317256032174;SAN_RDPM_UA_B_VACCINES_RULE;USER-NEW-ATTRIBUTE;0
5670;317256032674;SAN_RDPM_UA_B_PHARMA_RULE;USER-NEW-ATTRIBUTE;2
5671;317256033174;SAN_RDPM_UA_S_CLIN_MS_START_PHARMA;USER-NEW-ATTRIBUTE;20
5672;317256033474;SAN_RDPM_UA_S_CLIN_MS_END_PHARMA;USER-NEW-ATTRIBUTE;20
5673;317256034174;SAN_RDPM_UA_S_PHARMA_ISTORE_CODE_START_MS;USER-NEW-ATTRIBUTE;19
5674;317256034474;SAN_RDPM_UA_S_PHARMA_ISTORE_CODE_END_MS;USER-NEW-ATTRIBUTE;19
5675;317256068674;SAN_RDPM_UA_D_ISTORE_AS;USER-NEW-ATTRIBUTE;20
5676;317256087074;SAN_RDPM_UA_D_ISTORE_AF;USER-NEW-ATTRIBUTE;22
5677;317256126669;SAN_RDPM_UA_B_WKFORCE_RES_FILTER;USER-NEW-ATTRIBUTE;0
5678;317256131569;SAN_UA_RDPM_OC_TEAM_FILTER;USER-NEW-ATTRIBUTE;2
5679;317256132069;SAN_UA_RDPM_OC_CSU_REGION_FILTER;USER-NEW-ATTRIBUTE;2
5680;317256132569;SAN_UA_RDPM_OC_CSU_CLUSTER_FILTER;USER-NEW-ATTRIBUTE;2
5681;317256143469;SAN_UA_RDPM_OC_BASELINE_FILTER;USER-NEW-ATTRIBUTE;1
5682;317268445741;SAN_RDPM_UA_S_TARGET_POP_ACT;USER-NEW-ATTRIBUTE;0
5683;317268860041;SAN_RDPM_UA_PRJ_RND_IND_VAC;USER-NEW-ATTRIBUTE;16
5684;317268860341;SAN_RDPM_UA_PRJ_RND_PRJ_VAC;USER-NEW-ATTRIBUTE;42
5685;317268932641;SAN_RDPM_UA_S_PRJ_DESC;USER-NEW-ATTRIBUTE;0
5686;317268932941;SAN_RDPM_UA_S_PRJ_FRANCHISE;USER-NEW-ATTRIBUTE;0
5687;317268933241;SAN_RDPM_UA_S_PRJ_PHASE;USER-NEW-ATTRIBUTE;0
5688;317268933541;SAN_RDPM_UA_S_PRJ_PROJECT_CODE;USER-NEW-ATTRIBUTE;0
5689;317268933841;SAN_RDPM_UA_S_PRJ_PROJECT_NAME;USER-NEW-ATTRIBUTE;0
5690;317268934141;SAN_RDPM_UA_S_PRJ_STATUS;USER-NEW-ATTRIBUTE;0
5691;317271657382;SAN_UA_B_CSO_RESOURCE;USER-NEW-ATTRIBUTE;1
5692;317274417870;SAN_RDPM_UA_S_ACT_PHASE_TYPE;USER-NEW-ATTRIBUTE;5
5693;317274576377;SAN_RDPM_UA_PH_TRANSLATOR_COUNTRY;USER-NEW-ATTRIBUTE;1
5694;317274576677;SAN_RDPM_UA_PH_TRANSLATOR_LANGUAGE;USER-NEW-ATTRIBUTE;0
5695;317274579641;SAN_RDPM_UA_B_RES_FILT_ENTRIES_EXISTS;USER-NEW-ATTRIBUTE;0
5696;317274682682;SAN_RDPM_UA_T_VARIANCE_ANALYSIS_BASELINE2;USER-NEW-ATTRIBUTE;0
5697;317274734610;SAN_RDPM_UA_N_ACT_STEP_ONB;USER-NEW-ATTRIBUTE;10
5698;317275019082;SAN_RDPM_UF_OBS_BIO;USER-NEW-ATTRIBUTE;1
5699;317275020182;SAN_UA_B_IS_ACT_BIO;USER-NEW-ATTRIBUTE;1
5700;317275020482;SAN_RDPM_UA_B_IS_THERE_BIO_ACT_IN_BB;USER-NEW-ATTRIBUTE;1
5701;317275020782;SAN_RDPM_UA_B_IS_THERE_BIO_ACT_IN_BB_F;USER-NEW-ATTRIBUTE;0
5702;317275136810;SAN_UA_PC_EXT_PRODUCT_CODE;USER-NEW-ATTRIBUTE;26
5703;317278395682;SAN_RDPM_UA_ACT_N_CPL_FACTOR;USER-NEW-ATTRIBUTE;1
5704;317278925782;SAN_RDPM_UA_S_WBSF_CPL_LEADER;USER-NEW-ATTRIBUTE;0
5705;317280095082;SAN_RDPM_UA_PF_LAST_MONTHLY;USER-NEW-ATTRIBUTE;5
5706;317280946573;SAN_UA_PC_ORIGIN_OF_NME;USER-NEW-ATTRIBUTE;26
5707;317291675941;SAN_RDPM_UA_PH_TRANSLATOR_COUNTRY_DESC;USER-NEW-ATTRIBUTE;0
5708;317291676241;SAN_RDPM_UA_S_COST_ACCOUNT_MAIN;USER-NEW-ATTRIBUTE;3
5709;317291854171;SAN_RDPM_UA_S_HES_ACT_DESC;USER-NEW-ATTRIBUTE;0
5710;317291942771;SAN_RDPM_UA_S_HES_UNIQUE_IND_CODE_F;USER-NEW-ATTRIBUTE;0
5711;317291943271;SAN_RDPM_UA_S_HES_PORTFOLIO_MAIN;USER-NEW-ATTRIBUTE;0
5712;317291943571;SAN_RDPM_UA_S_HES_RES_DPT;USER-NEW-ATTRIBUTE;0
5713;317291943871;SAN_RDPM_UA_S_HES_RES_PLATFORM;USER-NEW-ATTRIBUTE;0
5714;317291944171;SAN_RDPM_UA_S_HES_SKILL;USER-NEW-ATTRIBUTE;0
5715;317291944471;SAN_RDPM_UA_S_HES_SITE;USER-NEW-ATTRIBUTE;0
5716;317291961076;SAN_RDPM_UA_B_RPP_ACT;USER-NEW-ATTRIBUTE;17
5717;317291999110;SAN_RDPM_UA_S_EQUATION_DESC;USER-NEW-ATTRIBUTE;0
5718;317292197410;SAN_RDPM_UA_EXPERIMENTAL_PERIOD_START;USER-NEW-ATTRIBUTE;0
5719;317292198410;SAN_RDPM_UA_EXPERIMENTAL_PERIOD_END;USER-NEW-ATTRIBUTE;0
5720;317292198910;SAN_RDPM_UA_AUDIT_REPORT_REVIEW_START;USER-NEW-ATTRIBUTE;0
5721;317292199410;SAN_RDPM_UA_FINAL_REPORT_AVAIL;USER-NEW-ATTRIBUTE;0
5722;317295639669;SAN_RDPM_UA_AH_WORKING_MD;USER-NEW-ATTRIBUTE;3
5723;317295826569;SAN_RDPM_UA_AH_DIRECT_MD;USER-NEW-ATTRIBUTE;2
5724;317295829869;SAN_RDPM_UA_AVAIL_EXP_NON_DIRECT;USER-NEW-ATTRIBUTE;0
5725;317295925970;SAN_RDPM_UA_CLOSE_OUT_PERIOD;USER-NEW-ATTRIBUTE;2
5726;317295926470;SAN_RDPM_UA_EQ_CALCUL_CRO_FEES_SML_OUT;USER-NEW-ATTRIBUTE;0
5727;317295926770;SAN_RDPM_UA_FOLLOW_UP_PHASE_PERIOD;USER-NEW-ATTRIBUTE;1
5728;317295927070;SAN_RDPM_UA_PRIMARY_PHASE_PERIOD;USER-NEW-ATTRIBUTE;3
5729;317295935841;SAN_RDPM_UA_EQ_CALCUL_CONDUCT_MONTH;USER-NEW-ATTRIBUTE;1
5730;317295974841;SAN_RDPM_UA_B_TC_ACT_TRACK_FILTER;USER-NEW-ATTRIBUTE;0
5731;317295984341;SAN_RDPM_UA_N_EQ_STUDY_MGT_24_7_QUANTITY;USER-NEW-ATTRIBUTE;0
5732;317296075241;SAN_RDPM_UA_D_PS_V_LVFS;USER-NEW-ATTRIBUTE;0
5733;317296087941;SAN_RDPM_UA_B_TC_RES_TRACK_FILTER;USER-NEW-ATTRIBUTE;0
5734;317296157041;SAN_RDPM_UA_D_ISTORE_LAST_UPDATE_DATE;USER-NEW-ATTRIBUTE;14
5735;317296158541;SAN_RDPM_UA_D_LAST_REPORT_PF;USER-NEW-ATTRIBUTE;1
5736;317296159241;SAN_RDPM_UA_D_FIRST_DBL_PF;USER-NEW-ATTRIBUTE;1
5737;317296235441;SAN_UA_RDPM_S_COST_METRIC_UNIT;USER-NEW-ATTRIBUTE;2
5738;317296235941;SAN_UA_RDPM_N_COST_METRIC_QTY;USER-NEW-ATTRIBUTE;2
5739;317296243641;SAN_RDPM_UA_D_SAMPLE_START;USER-NEW-ATTRIBUTE;0
5740;317296243941;SAN_RDPM_UA_D_SAMPLE_FINISH;USER-NEW-ATTRIBUTE;0
5741;317296244241;SAN_RDPM_UA_D_TESTS_START;USER-NEW-ATTRIBUTE;0
5742;317296244941;SAN_RDPM_UA_D_TESTS_FINISH;USER-NEW-ATTRIBUTE;0
5743;317296295210;SAN_RDPM_UA_B_AUTO_STATE_TC;USER-NEW-ATTRIBUTE;1
5744;317296296176;SAN_RDPM_UA_S_MEETING_WBS_TYPE;USER-NEW-ATTRIBUTE;17
5745;317296296210;SAN_RDPM_UA_B_ACT_AUTO_STATE_TC;USER-NEW-ATTRIBUTE;3
5746;317296297276;SAN_RDPM_UA_S_APPLY_TO_STUDY_TYPE;USER-NEW-ATTRIBUTE;2
5747;317296297776;SAN_RDPM_UA_S_APPROVAL_WBS_TYPE;USER-NEW-ATTRIBUTE;17
5748;317296298076;SAN_RDPM_UA_S_SUBMISSION_WBS_TYPE;USER-NEW-ATTRIBUTE;17
5749;317296298376;SAN_RDPM_UA_S_DISPATCH_WBS_TYPE;USER-NEW-ATTRIBUTE;17
5750;317296823176;SAN_RDPM_UA_SPONSOR_CODE;USER-NEW-ATTRIBUTE;3
5751;317296823476;SAN_RDPM_UA_ACT_STUDY_SPONSOR_CODES;USER-NEW-ATTRIBUTE;2
5752;317296840276;SAN_RDPM_UA_OC_PROJECT_STATUS_FILTER;USER-NEW-ATTRIBUTE;1
5753;317296840876;SAN_RDPM_UA_OC_MANAGING_UNIT_FILTER;USER-NEW-ATTRIBUTE;2
5754;317296841176;SAN_RDPM_UA_OC_ROOT_PRODUCT_FILTER;USER-NEW-ATTRIBUTE;1
5755;317296853176;SAN_RDPM_UA_ACT_DELAY_PS_REF_BASELINE1;USER-NEW-ATTRIBUTE;0
5756;317296853476;SAN_RDPM_UA_ACT_DELAY_PS_REF_BASELINE2;USER-NEW-ATTRIBUTE;0
5757;317296853776;SAN_RDPM_UA_ACT_DELAY_PF_REF_BASELINE1;USER-NEW-ATTRIBUTE;0
5758;317296854076;SAN_RDPM_UA_ACT_DELAY_PF_REF_BASELINE2;USER-NEW-ATTRIBUTE;0
5759;317297285710;SAN_RDPM_UA_S_LIST_COUNTRIES_DESC_EXPENDITURE;USER-NEW-ATTRIBUTE;0
5760;317297286010;SAN_RDPM_UA_S_LIST_COUNTRIES_DESC_HOURS;USER-NEW-ATTRIBUTE;0
5761;317297287410;SAN_RDPM_UA_S_LIST_REGIONS_VACC_DESC_HOURS;USER-NEW-ATTRIBUTE;0
5762;317297287710;SAN_RDPM_UA_S_LIST_REGIONS_VACC_DESC_EXPENDITURES;USER-NEW-ATTRIBUTE;0
5763;317298194976;SAN_RDPM_UA_ACT_STAT_ANALYS_FIRST_TRIAL;USER-NEW-ATTRIBUTE;1
5764;317298195276;SAN_RDPM_UA_ACT_STAT_ANALYS_NEXT_TRIAL;USER-NEW-ATTRIBUTE;0
5765;317300318910;SAN_RDPM_UA_PRJ_ROOT_PRODUCT_CODE_F;USER-NEW-ATTRIBUTE;0
5766;317300355010;SAN_RDPM_UA_S_ENDORSED_RATING;USER-NEW-ATTRIBUTE;3
5767;317300733510;SAN_RDPM_UA_N_WEEK_NUMBER_OF_PF;USER-NEW-ATTRIBUTE;0
5768;317300734510;SAN_RDPM_UA_N_WEEK_NUMBER_OF_PS;USER-NEW-ATTRIBUTE;0
5769;317301284410;SAN_UA_RDPM_S_PROT_BRD_PARENT;USER-NEW-ATTRIBUTE;1
5770;317301290910;SAN_RDPM_UA_S_RESOURCE_REGION;USER-NEW-ATTRIBUTE;0
5771;317301293310;SAN_RDPM_UA_S_MANAGING_UNIT_ACT_HOUR;USER-NEW-ATTRIBUTE;0
5772;317302541076;SAN_RDPM_UA_ACT_CANDIDATE_MR_KEY_MILESTONE;USER-NEW-ATTRIBUTE;2
5773;317303361510;SAN_UA_RDPM_ACT_S_STUDY_NAME;USER-NEW-ATTRIBUTE;0
5774;317303375410;SAN_RDPM_UA_OC_S_COST_ACCOUNT_MAIN;USER-NEW-ATTRIBUTE;1
5775;317303600310;SAN_RDPM_UA_S_SCOPE;USER-NEW-ATTRIBUTE;0
5776;317304655476;SAN_RDPM_UA_ACT_DISPLAY_MR_KEY_MILESTONE;USER-NEW-ATTRIBUTE;1
5777;317312383341;SAN_UA_AD_USER_PROFILE;USER-NEW-ATTRIBUTE;1
5778;317312383641;SAN_UA_AD_USER_GROUPS;USER-NEW-ATTRIBUTE;3
5779;317312383941;SAN_UA_B_AD_MANAGE_USER_GROUPS;USER-NEW-ATTRIBUTE;3
5780;317312384241;SAN_UA_AD_TIMECARD_ONLY_ACCESS;USER-NEW-ATTRIBUTE;1
5781;317312384541;SAN_UA_AD_OPX2_TIMECARD_ACCESS;USER-NEW-ATTRIBUTE;1
5782;317312611173;SAN_RDPM_UA_AT_B_DISPLAY_IN_PRD_PLAN;USER-NEW-ATTRIBUTE;2
5783;317312611473;SAN_RDPM_UA_ACT_B_DISPLAY_IN_PRD_PLAN;USER-NEW-ATTRIBUTE;1
5784;317312611973;SAN_RDPM_UA_AT_PRODUCT_MANUFACTURING_GROUP;USER-NEW-ATTRIBUTE;2
5785;317312612273;SAN_RDPM_UF_ACT_PRODUCT_MANUFACTURING_GROUP;USER-NEW-ATTRIBUTE;0
5786;317316000476;SAN_RDPM_UA_OC_S_FTE_CATEGORY_FILTER;USER-NEW-ATTRIBUTE;2
5787;317316150676;SAN_RDPM_UA_ACT_D_FVLS_LAST_TRIAL;USER-NEW-ATTRIBUTE;0
5788;317316307710;SAN_RDPM_OC_STUDY_MANAGER_NAME_FILTER;USER-NEW-ATTRIBUTE;2
5789;317316508074;SAN_RDPM_UA_OC_D_ATS_SD;USER-NEW-ATTRIBUTE;4
5790;317316510274;SAN_RDPM_OC_S_ATS_RBS_FILTER;USER-NEW-ATTRIBUTE;2
5791;317316510774;SAN_RDPM_OC_S_ATS_SITE_FILTER;USER-NEW-ATTRIBUTE;2
5792;317316512074;SAN_RDPM_UA_OC_D_ATS_ED_CALC;USER-NEW-ATTRIBUTE;2
5793;317316516574;SAN_RDPM_UA_OC_D_ATS_SD_CALC;USER-NEW-ATTRIBUTE;2
5794;317316521274;SAN_RDPM_B_ATS_AVAIL_IN_PERIOD;USER-NEW-ATTRIBUTE;1
5795;317316521974;SAN_RDPM_UA_S_RES_PARENTS;USER-NEW-ATTRIBUTE;0
5796;317316522674;SAN_RDPM_UA_B_ATS_IND_RES_FILTER;USER-NEW-ATTRIBUTE;3
5797;317316527574;SAN_RDPM_UA_B_ATS_RES_FILTER;USER-NEW-ATTRIBUTE;0
5798;317316527974;SAN_RDPM_UA_B_ATS_TC_FILTER;USER-NEW-ATTRIBUTE;2
5799;317316528474;SAN_RDPM_UA_N_ATS_NB_TC_VALIDATED;USER-NEW-ATTRIBUTE;2
5800;317316528974;SAN_RDPM_UA_N_ATS_NB_TC_INTEGRATED;USER-NEW-ATTRIBUTE;2
5801;317316529474;SAN_RDPM_UA_N_ATS_NB_TC;USER-NEW-ATTRIBUTE;8
5802;317316529974;SAN_RDPM_UA_N_ATS_NB_PERC_TC_VALIDATED;USER-NEW-ATTRIBUTE;1
5803;317316530474;SAN_RDPM_UA_N_ATS_NB_PERC_TC_INTEGRATED;USER-NEW-ATTRIBUTE;1
5804;317316537610;SAN_RDPM_OC_ROOT_PRODUCT_CODE_FILTER;USER-NEW-ATTRIBUTE;2
5805;317316559974;SAN_RDPM_UA_B_ATS_PORTFOLIO;USER-NEW-ATTRIBUTE;3
5806;317316585774;SAN_RDPM_UA_B_ATS_RES_LIST_FILTER;USER-NEW-ATTRIBUTE;1
5807;317316595974;SAN_RDPM_OC_S_ATS_HEADCOUNT_FILTER;USER-NEW-ATTRIBUTE;2
5808;317316902310;SAN_RDPM_UA_B_IS_STEP;USER-NEW-ATTRIBUTE;0
5809;317320310571;SAN_RDPM_UA_GA_ROLE;USER-NEW-ATTRIBUTE;1
5810;317320318573;SAN_RDPM_UF_FF_S_LIST_OF_PROJECTS;USER-NEW-ATTRIBUTE;0
5811;317320318873;SAN_RDPM_UA_FF_B_EXPORT_TO_DATAHUB;USER-NEW-ATTRIBUTE;0
5812;317320365841;SAN_RDPM_UA_B_RND_PHARMA_PROJECT;USER-NEW-ATTRIBUTE;2
5813;317320366141;SAN_RDPM_UA_B_EXP_RND_PHARMA_PROJECT;USER-NEW-ATTRIBUTE;0
5814;317320366441;SAN_RDPM_UA_B_IS_A_IPSO;USER-NEW-ATTRIBUTE;0
5815;317320393141;SAN_RDPM_UA_B_KTI_FILERS;USER-NEW-ATTRIBUTE;0
5816;317320501041;SAN_RDPM_UA_B_TTF_USER;USER-NEW-ATTRIBUTE;3
5817;317320541641;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_E2;USER-NEW-ATTRIBUTE;0
5818;317320541741;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_C2;USER-NEW-ATTRIBUTE;0
5819;317320541841;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_A2;USER-NEW-ATTRIBUTE;1
5820;317320541941;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_E3;USER-NEW-ATTRIBUTE;0
5821;317320542041;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_C3;USER-NEW-ATTRIBUTE;0
5822;317320542141;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_A3;USER-NEW-ATTRIBUTE;0
5823;317320542241;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_D2;USER-NEW-ATTRIBUTE;0
5824;317320542341;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT;USER-NEW-ATTRIBUTE;10
5825;317320542441;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_B2;USER-NEW-ATTRIBUTE;1
5826;317320542541;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_D3;USER-NEW-ATTRIBUTE;0
5827;317320542641;SAN_UA_RDPM_N_NOA_CRO_FEES_SML_PRSIT_B3;USER-NEW-ATTRIBUTE;0
5828;317320544441;SAN_RDPM_UA_S_PLATFORM_SERVICE;USER-NEW-ATTRIBUTE;0
5829;317320719641;SAN_RDPM_UA_ACT_DKM_TYPE;USER-NEW-ATTRIBUTE;1
5830;317320746541;SAN_RDPM_UA_N_MISC_BS_TOTAL_LOAD_MAN_YEAR;USER-NEW-ATTRIBUTE;0
